rank,score,year,tags,query,title,venue,doi,url,type,abstract
146,5,2026,,embodied intelligence scaling,Embodied Intelligence at the Intersection of Science Fiction and Reality,IOP Conference Series: Materials Science and Engineering,10.1088/1757-899x/1343/1/012012,https://doi.org/10.1088/1757-899x/1343/1/012012,journal-article,"<jats:title>Abstract</jats:title>
                  <jats:p>
                    Science fiction has long functioned as a conceptual laboratory for testing the limits of emerging technologies. From Jules Verne to Philip K. Dick, speculative narratives have anticipated developments in robotics, neural interfaces and synthetic biology while unsettling the assumptions that organise them. This study examines predictive motifs in novels and films, including
                    <jats:italic>The Matrix"
147,5,2026,,embodied intelligence scaling,Embodied Intelligence Enables Agentic Exploration in Microscopy,,10.21203/rs.3.rs-8617009/v1,https://doi.org/10.21203/rs.3.rs-8617009/v1,posted-content,"<title>Abstract</title>
                <p>Microscopy has fundamentally transformed our understanding of life; however, despite relentless technological iteration, its underlying operational paradigm remains strikingly static. Current instruments persist as passive data collectors, rigidly executing predefined commands while remaining blind to the stochastic and dynamic nature of biological systems. This reliance on passive observation creates a semantic gap between high-level scientific inquiry"
148,5,2026,,embodied intelligence scaling,Embodied Intelligence in Wearable Robotics,IOP Conference Series: Materials Science and Engineering,10.1088/1757-899x/1343/1/012014,https://doi.org/10.1088/1757-899x/1343/1/012014,journal-article,"<jats:title>Abstract</jats:title>
                  <jats:p>Embodied intelligence refers to the capacity of an agent to acquire autonomy and adaptivity through interactions between its body, controller, and environment, a paradigm originally developed in biological and robotic contexts. In this paper, we extend this notion to the domain of wearable robots, particularly soft exosuits and hybrid soft–rigid devices that augment or restore human movement. The proposed framework integrates morphology"
149,5,2026,,embodied intelligence scaling,Embodied Intelligence of Soil,IOP Conference Series: Materials Science and Engineering,10.1088/1757-899x/1343/1/012026,https://doi.org/10.1088/1757-899x/1343/1/012026,journal-article,"<jats:title>Abstract</jats:title>
                  <jats:p>Soil is not an inert substrate but a dynamic, living medium that actively shapes the flows of matter, energy, and information. Its granular architecture, reactive chemical interfaces, and dense biological networks collectively transform environmental inputs of moisture, heat, nutrients, and signals. Transformations such as structural hysteresis, chemical equilibria, and microbial legacies embed traces of past events, giving soil a mater"
150,5,2026,,embodied intelligence scaling,Embodied Intelligence through Appendages in Biology and Robotics,IOP Conference Series: Materials Science and Engineering,10.1088/1757-899x/1343/1/012009,https://doi.org/10.1088/1757-899x/1343/1/012009,journal-article,"<jats:title>Abstract</jats:title>
                  <jats:p>Animals employ specialized appendages, including tails, antennae, whiskers, and trunks, to enhance locomotion, maintain stability, extend sensory perception, and perform complex manipulation tasks. These structures demonstrate how morphology and control act in concert to simplify movement and expand functional capability by offloading computational demands, enabling adaptability to diverse environments, and reducing the need for precise"
151,5,2026,,embodied intelligence scaling,Embodied Interactive Intelligence Towards Autonomous Driving,Engineering,10.1016/j.eng.2025.09.032,https://doi.org/10.1016/j.eng.2025.09.032,journal-article,
152,5,2026,,embodied intelligence scaling,Embodied Multimedia: When Multimedia Meets Embodied Intelligence,,10.2139/ssrn.6456578,https://doi.org/10.2139/ssrn.6456578,posted-content,"<jats:p>Multimedia technology has historically focused on optimizing sensory experiences for human observers. However, with the paradigm shift from conventional Artificial Intelligence to Embodied Intelligence, intelligent systems are evolving into agents that actively perceive and interact with the physical world. The transition renders traditional multimedia frameworks that are designed for passive consumption and unidirectional transmission insufficient, as they lack the semantic understandin"
153,5,2026,,embodied intelligence scaling,Embodied Musical Intelligence: Kinesthetic Learning and Extended Digital Musical Instruments,"Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering ArtsIT, Interactivity and Game Creation",10.1007/978-3-032-26999-7_8,https://doi.org/10.1007/978-3-032-26999-7_8,book-chapter,
154,5,2026,,embodiment generalization robotics,Embodiment,Touki Bouki,10.5040/9781839029073.ch-003,https://doi.org/10.5040/9781839029073.ch-003,other,
155,5,2026,,embodiment generalization robotics,Embodiment,"Encyclopedia of Diversity, Equity, Inclusion and Spirituality",10.1007/978-3-031-76750-0_300227,https://doi.org/10.1007/978-3-031-76750-0_300227,book-chapter,
156,5,2026,,embodiment generalization robotics,Embodiment,God in Translation,10.2307/jj.35139529.14,https://doi.org/10.2307/jj.35139529.14,book-chapter,
157,5,2026,,embodiment generalization robotics,Embodiment,Listening for Liberation,10.2307/jj.35139549.11,https://doi.org/10.2307/jj.35139549.11,book-chapter,
158,5,2026,,embodiment generalization robotics,Embodiment,The Philosophy of Emmanuel Falque,10.5040/9781350351684.0010,https://doi.org/10.5040/9781350351684.0010,other,
159,5,2026,,embodiment generalization robotics,Embodiment and the Emergence of Intelligence: From Embodied Cognitive Science to Soft Robotics,Symbol Emergence Systems,10.1007/978-981-95-1327-7_20,https://doi.org/10.1007/978-981-95-1327-7_20,book-chapter,
160,5,2026,,embodiment generalization robotics,Embodiment Principle,Teaching with Instructional Video,10.1017/9781009776660.010,https://doi.org/10.1017/9781009776660.010,book-chapter,
161,5,2026,,embodied intelligence scaling,Emerging perspectives on embodied intelligence in future smart manufacturing,Journal of Industrial Information Integration,10.1016/j.jii.2025.101020,https://doi.org/10.1016/j.jii.2025.101020,journal-article,
162,5,2026,,robot manipulation scaling,EMMA: Scaling Mobile Manipulation via Egocentric Human Data,IEEE Robotics and Automation Letters,10.1109/lra.2026.3653320,https://doi.org/10.1109/lra.2026.3653320,journal-article,
163,5,2026,,embodied intelligence scaling,Enhancing Security in Embodied Intelligence: Attack Detection via Constraint Functions,Lecture Notes in Computer Science Algorithms and Architectures for Parallel Processing,10.1007/978-981-95-8417-8_8,https://doi.org/10.1007/978-981-95-8417-8_8,book-chapter,
164,5,2026,,robot tactile perception,Evaluating Tactile Perception of Robot-Controlled HIFU Embossing,Companion Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3776734.3794457,https://doi.org/10.1145/3776734.3794457,proceedings-article,
165,5,2026,,robot foundation model,Fine-Tuning and Deployment of a Vision-Language-Action Based Robotic Foundation Model for Open-Source Robot Arms,"2026 8th International Congress on Human-Computer Interaction, Optimization and Robotic Applications (ICHORA)",10.1109/ichora69329.2026.11537253,https://doi.org/10.1109/ichora69329.2026.11537253,proceedings-article,
166,5,2026,,robot world model,FlowDreamer: A RGB-D World Model With Flow-Based Motion Representations for Robot Manipulation,IEEE Robotics and Automation Letters,10.1109/lra.2026.3653273,https://doi.org/10.1109/lra.2026.3653273,journal-article,
167,5,2026,,contact-rich manipulation,Force-Aware Multimodal Imitation Learning: Transformer-driven CVAE for long-horizon contact-rich manipulation,Biomimetic Intelligence and Robotics,10.1016/j.birob.2026.100336,https://doi.org/10.1016/j.birob.2026.100336,journal-article,
168,5,2026,,robot policy foundation model,Foundation model-based end-to-end policy for robotic assembly,CIRP Annals,10.1016/j.cirp.2026.04.104,https://doi.org/10.1016/j.cirp.2026.04.104,journal-article,
169,5,2026,,embodied intelligence scaling,From embodied intelligence to physical AI,Nature Machine Intelligence,10.1038/s42256-026-01239-3,https://doi.org/10.1038/s42256-026-01239-3,journal-article,
170,5,2026,,robot foundation model,From Mechanisms to Ecosystems: Foundation Models for Robot Design,,10.36227/techrxiv.176472614.42469997/v2,https://doi.org/10.36227/techrxiv.176472614.42469997/v2,posted-content,
171,5,2026,,embodied intelligence scaling,Full-Lifecycle Data Governance for Embodied Intelligence,Lecture Notes in Computer Science Pattern Recognition and Computer Vision,10.1007/978-981-95-5764-6_23,https://doi.org/10.1007/978-981-95-5764-6_23,book-chapter,
172,5,2026,,contact-rich manipulation,Generative Models From and for Sampling-Based MPC: A Bootstrapped Approach for Adaptive Contact-Rich Manipulation,IEEE Robotics and Automation Letters,10.1109/lra.2026.3655193,https://doi.org/10.1109/lra.2026.3655193,journal-article,
173,5,2026,,vision language action robotics,Grounding Actions in Camera Space: Observation-Centric Vision-Language-Action Policy,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i22.38947,https://doi.org/10.1609/aaai.v40i22.38947,journal-article,"<jats:p>Vision-Language-Action (VLA) models frequently encounter challenges in generalizing to real-world environments due to inherent discrepancies between observation and action spaces. Although training data are collected from diverse camera perspectives, the models typically predict end-effector poses within the robot base coordinate frame, resulting in spatial inconsistencies. To mitigate this limitation, we introduce the Observation-Centric VLA (OC-VLA) framework, which grounds action pred"
174,5,2026,,embodied intelligence scaling,Guest Editorial: Special Issue on Embodied Intelligence for Wearable Robotics,IEEE Transactions on Cognitive and Developmental Systems,10.1109/tcds.2026.3657124,https://doi.org/10.1109/tcds.2026.3657124,journal-article,
175,5,2026,,vision language action robotics,HMVLA: Hyperbolic Multimodal Fusion for Vision-Language-Action Models,"ICASSP 2026 - 2026 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10.1109/icassp55912.2026.11464207,https://doi.org/10.1109/icassp55912.2026.11464207,proceedings-article,
176,5,2026,,robot foundation model,How foundation models will revolutionize robot swarms,Science Robotics,10.1126/scirobotics.adz1543,https://doi.org/10.1126/scirobotics.adz1543,journal-article,"<jats:p>Robot swarms are composed of many, typically simple, robots that accomplish complex tasks through local communication and decentralized coordination. Traditionally, robot controllers are designed before a mission using programming code. This process requires substantial development effort and limits the flexibility of the swarm. We discuss how onboard foundation models (FMs) could revolutionize this process through two complementary approaches. The first approach uses FMs as swarm design"
177,5,2026,,robot foundation model,Human Modalities in Human–Robot Interaction: A Review from Multimodal and Foundation Model Perspectives,,10.36227/techrxiv.176834726.69446413/v1,https://doi.org/10.36227/techrxiv.176834726.69446413/v1,posted-content,
178,5,2026,,robot foundation model,Human Modalities in Human–Robot Interaction: A Review from Multimodal and Foundation Model Perspectives,,10.36227/techrxiv.176834726.69446413/v2,https://doi.org/10.36227/techrxiv.176834726.69446413/v2,posted-content,
179,5,2026,,contact-rich manipulation,HumanoidVLM: Vision-Language-Guided Impedance Control for Contact-Rich Humanoid Manipulation,Companion Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3776734.3794528,https://doi.org/10.1145/3776734.3794528,proceedings-article,
180,5,2026,,robot foundation model,Hypergraph Foundation Model,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2025.3647504,https://doi.org/10.1109/tpami.2025.3647504,journal-article,
181,5,2026,,embodiment generalization robotics,Indexed Embodiment,The Spectrum of Virtuality,10.5040/9798881896454.ch-002,https://doi.org/10.5040/9798881896454.ch-002,other,
182,5,2026,,robot foundation model,Investigating User Perceptions of Robot Foundation Model Performance and Evaluations,Companion Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3776734.3794505,https://doi.org/10.1145/3776734.3794505,proceedings-article,
183,5,2026,,embodied intelligence scaling,Key Challenges and Technologies of Embodied Intelligence,Bulletin of National Natural Science Foundation of China,10.3724/bnsfc-2025-0025,https://doi.org/10.3724/bnsfc-2025-0025,journal-article,
184,5,2026,,contact-rich manipulation,Learning Diffusion Policies from Demonstrations For Compliant Contact-rich Manipulation,2026 IEEE/SICE International Symposium on System Integration (SII),10.1109/sii64115.2026.11404545,https://doi.org/10.1109/sii64115.2026.11404545,proceedings-article,
185,5,2026,,embodied intelligence scaling,Machine Survival: A Historical Perspective on Embodied Autonomous Intelligence,,10.36227/techrxiv.175745163.30050604/v2,https://doi.org/10.36227/techrxiv.175745163.30050604/v2,posted-content,
186,5,2026,,embodied intelligence scaling,Multimodal information-fused embodied intelligence toward autonomous robotic microsurgery,The Innovation,10.1016/j.xinn.2026.101298,https://doi.org/10.1016/j.xinn.2026.101298,journal-article,
187,5,2026,,robot foundation model,Natural Selection via Foundation Models for Soft Robot Evolution,2026 IEEE 9th International Conference on Soft Robotics (RoboSoft),10.1109/robosoft67810.2026.11522831,https://doi.org/10.1109/robosoft67810.2026.11522831,proceedings-article,
188,5,2026,,contact-rich manipulation,Non-Contact Manipulation of Induced Magnetic Dipoles,IEEE Transactions on Magnetics,10.1109/tmag.2025.3635521,https://doi.org/10.1109/tmag.2025.3635521,journal-article,
189,5,2026,,embodied intelligence scaling,Perspectives and prospects on embodied intelligence-empowered smart manufacturing,Journal of Intelligent Manufacturing,10.1007/s10845-025-02763-6,https://doi.org/10.1007/s10845-025-02763-6,journal-article,
190,5,2026,,contact-rich manipulation,PGDP: Physics-Guided Diffusion Policy for Multi-Rate Control in Contact-Rich Manipulation,IEEE Robotics and Automation Letters,10.1109/lra.2026.3701123,https://doi.org/10.1109/lra.2026.3701123,journal-article,
191,5,2026,,contact-rich manipulation,PoCoDP3: Pose- and Contact-Aware Visual-Tactile Policy for Contact-Rich 3D Manipulation,IEEE Robotics and Automation Letters,10.1109/lra.2026.3653314,https://doi.org/10.1109/lra.2026.3653314,journal-article,
192,5,2026,,vision language action robotics,PointVLA: Injecting the 3D World Into Vision-Language-Action Models,IEEE Robotics and Automation Letters,10.1109/lra.2026.3653303,https://doi.org/10.1109/lra.2026.3653303,journal-article,
193,5,2026,,robot policy foundation model,RAPTOR: A foundation policy for quadrotor control,Science Robotics,10.1126/scirobotics.aec1481,https://doi.org/10.1126/scirobotics.aec1481,journal-article,"<jats:p>Humans are remarkably data efficient when adapting to previously unseen conditions, like driving a new car. In contrast, modern robotic control systems, like neural network policies trained using reinforcement learning (RL), are highly specialized for single environments. Because of this overfitting, they are known to break down even under small differences like the simulation-to-reality gap and require system identification and retraining for even minimal changes to the system. Here, we"
194,5,2026,,robot world model,Real-World Robot Control by Deep Active Inference With a Temporally Hierarchical World Model,IEEE Robotics and Automation Letters,10.1109/lra.2025.3636032,https://doi.org/10.1109/lra.2025.3636032,journal-article,
195,5,2026,,vision language action robotics,ReconVLA: Reconstructive Vision-Language-Action Model as Effective Robot Perceiver,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i22.38921,https://doi.org/10.1609/aaai.v40i22.38921,journal-article,"<jats:p>Recent advances in Vision-Language-Action (VLA) models have enabled robotic agents to integrate multimodal understanding with action execution. However, our empirical analysis reveals that current VLAs struggle to allocate visual attention to target regions.
Instead, visual attention is always dispersed. To guide the visual attention grounding on the correct target, we propose ReconVLA, a reconstructive VLA model with an implicit grounding paradigm.  Conditioned on the model's visual out"
196,5,2026,,robot reinforcement learning,Reinforcement Learning and Multi-Robot Capture,Robotic Swarming Control via Voronoi Tessellations,10.1201/9781003714569-9,https://doi.org/10.1201/9781003714569-9,book-chapter,
197,5,2026,,imitation learning robotics,Reinforcement Learning and Robotics,Artificial Intelligence and Machine Learning,10.1007/978-3-032-24858-9_7,https://doi.org/10.1007/978-3-032-24858-9_7,book-chapter,
198,5,2026,,vision language action robotics,RLRC: Reinforcement Learning-based Recovery for Compressed Vision-Language-Action Models,IEEE Robotics and Automation Letters,10.1109/lra.2026.3700379,https://doi.org/10.1109/lra.2026.3700379,journal-article,
199,5,2026,,robot foundation model,Robot Navigation via Foundation Language Models: A Review,ACM Computing Surveys,10.1145/3802539,https://doi.org/10.1145/3802539,journal-article,"<jats:p>Recently, with advances in Large Language Models(LLMs), robot navigation models have demonstrated superior generalization capabilities across environment perception, decision-making, reasoning, planning, instruction understanding, and human-robot interaction. In this article, we systematically review recent LLM-based robot navigation research articles and categorize them into a novel taxonomy comprising perception, planning, control, interaction, and coordination. We also present an over"
200,5,2026,,embodied intelligence scaling,Robots with a Sense of Self: Exploring Embodied Intelligence,Artificial Intelligence,10.1007/978-3-031-91084-5_11,https://doi.org/10.1007/978-3-031-91084-5_11,book-chapter,
201,5,2026,,robotics scaling law,Scaling Law for Large Wireless Models,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i28.39579,https://doi.org/10.1609/aaai.v40i28.39579,journal-article,"<jats:p>Emerging from recent advances in foundation models, Large Wireless Models (LWMs) represent a new paradigm of general-purpose intelligence for wireless communications that transcends task-specific engineering. The success of foundation models is critically underpinned by scaling laws, which provide a predictable roadmap for how performance scales with resources. However, established scaling laws from language and vision, charting performance as a power-law of model and dataset sizes, are "
202,5,2026,,embodied intelligence scaling,Self Model for Embodied Artificial Intelligence,Journal of Computer Science and Technology,10.1007/s11390-026-6289-3,https://doi.org/10.1007/s11390-026-6289-3,journal-article,
203,5,2026,,embodied intelligence scaling,Self-evolving Embodied Intelligence,Autonomous Embodied AI,10.1007/978-981-95-7750-7_4,https://doi.org/10.1007/978-981-95-7750-7_4,book-chapter,
204,5,2026,,embodied intelligence scaling,Self-powered triboelectric wireless sensors for embodied intelligence,Nature Sensors,10.1038/s44460-026-00047-x,https://doi.org/10.1038/s44460-026-00047-x,journal-article,
205,5,2026,,robot self-supervised learning,Self-Supervised Multisensory Pretraining for Contact-Rich Robot Reinforcement Learning,IEEE Robotics and Automation Letters,10.1109/lra.2026.3681156,https://doi.org/10.1109/lra.2026.3681156,journal-article,
206,5,2026,,embodied intelligence scaling,Shaping and Being Shaped by Embodied Intelligence,Interactions,10.1145/3801726,https://doi.org/10.1145/3801726,journal-article,
207,5,2026,,multimodal robot learning,Simultaneous Tactile-Visual Perception for Learning Multimodal Robot Manipulation,IEEE Robotics and Automation Letters,10.1109/lra.2026.3671701,https://doi.org/10.1109/lra.2026.3671701,journal-article,
208,5,2026,,embodiment generalization robotics,"Social Robotics for Disabled Students: An Empirical Investigation of Embodiment, Roles, and Interaction",Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3757279.3785593,https://doi.org/10.1145/3757279.3785593,proceedings-article,
209,5,2026,,robot tactile perception,Tactile perception through fluid–solid interaction,Nature Communications,10.1038/s41467-026-72497-3,https://doi.org/10.1038/s41467-026-72497-3,journal-article,
210,5,2026,,robot foundation model,The 2025 Foundation Model Transparency Index,SuperIntelligence - Robotics - Safety &amp; Alignment,10.70777/si.v2i4.17165,https://doi.org/10.70777/si.v2i4.17165,journal-article,"<jats:p>Foundation model developers are among the world’s most important companies. As these companies become increasingly consequential, how do their transparency practices evolve? The 2025 Foundation Model Transparency Index is the third edition of an annual effort to characterize and quantify the transparency of foundation model developers. The 2025 FMTI introduces new indicators related to data acquisition, usage data, and monitoring and evaluates companies like Alibaba, DeepSeek, and xAI fo"
211,5,2026,,embodiment generalization robotics,"The Digital Embodiment Race: Political Economy, Technological Convergence, and the Global Rise of Humanoid Robotics",SSRN Electronic Journal,10.2139/ssrn.6478638,https://doi.org/10.2139/ssrn.6478638,journal-article,"<jats:p>&lt;div&gt;
 The evolution of humanoid robotics has entered a transformative phase, transitioning from experimental prototypes to structural socio-technical institutions. This paper provides a rigorous interdisciplinary analysis of the humanoid industry, examining the convergence of ""Embodied AI"" and global capital structures. Through a strategic case study of industry leaders such as Tesla, Figure, and Unitree, the research reveals a bifurcated investment landscape: Western firms priori"
212,5,2026,,vision language action robotics,The evolution of end-to-end Vision-Language-Action (VLA) architectures in robotics,Robot Learning,10.55092/rl20260010,https://doi.org/10.55092/rl20260010,journal-article,
213,5,2026,,contact-rich manipulation,TLA: tactile-language-action model for contact-rich manipulation,Robot Learning,10.55092/rl20260001,https://doi.org/10.55092/rl20260001,journal-article,
214,5,2026,,vision language action robotics,Training-Free Zero-Shot Temporal Action Detection with Vision-Language Models,IEEE Transactions on Multimedia,10.1109/tmm.2026.3701531,https://doi.org/10.1109/tmm.2026.3701531,journal-article,
215,5,2026,,embodied intelligence scaling,Urban Heritage as Embodied Intelligence: The Adaptive Patterns Model,Urban Science,10.3390/urbansci10040213,https://doi.org/10.3390/urbansci10040213,journal-article,"<jats:p>Urban heritage structures are most commonly understood as memorial artifacts, tourism assets, or redevelopment resources. While this common view acknowledges cultural and economic value, it overlooks a deeper function of heritage within the long evolution of human settlements. This paper advances a counter thesis: in addition to its historic contingencies and power relationships—which are real, but only part of the picture—urban heritage embodies valuable but often hidden intelligence th"
216,5,2026,,vision language action robotics,Vision-Language-Action and Vision Language Models for Robot Manipulation: A Comprehensive Review Towards Real-World Applications,,10.20944/preprints202606.0400.v1,https://doi.org/10.20944/preprints202606.0400.v1,posted-content,"<jats:p>The convergence of vision, language, and action modeling has catalyzed a paradigm shift in robotic manipulation, enabling robots to interpret natural language commands and execute complex tasks through learned sensorimotor policies. This comprehensive review synthesizes recent advances in Vision-Language-Action (VLA) models and Vision-Language Models (VLMs) for robotic manipulation, establishing a systematic taxonomy spanning end-to-end transformer architectures, diffusion-based policies"
217,5,2026,,vision language action robotics,Vision-Language-Action Model for Electrical Power Operation Robots,,10.22541/authorea.15004596/v1,https://doi.org/10.22541/authorea.15004596/v1,posted-content,"<jats:p>The intelligent transformation of the power industry requires highly reliable robotic autonomous operations, yet general Vision-Language-Action (VLA) models often underperform in specialized power grid scenarios. Current mainstream methods—whether vision-language regression or diffusion-based generation—struggle with millimeter-level operational precision, understanding professional equipment knowledge, fine perception of small components, and safety task termination judgment. To address"
218,5,2026,,vision language action robotics,What matters in building vision–language–action models for generalist robots,Nature Machine Intelligence,10.1038/s42256-025-01168-7,https://doi.org/10.1038/s42256-025-01168-7,journal-article,
219,5,2025,,robot foundation model,A Generative Foundation Model for Antibody Design,,10.1101/2025.09.12.675771,https://doi.org/10.1101/2025.09.12.675771,posted-content,"<jats:title>Abstract</jats:title>
                <jats:p>
                  Antibodies are indispensable components of the immune system, yet the design of high-affinity antibodies remains a time-consuming and experimentally intensive process. To address this challenge, we present IgGM, a novel generative foundation model designed to accelerate high-affinity antibody engineering. IgGM learns the complex relationships underlying the binding interactions between antigens and antibodies, as well a"
220,5,2025,,contact-rich manipulation,A low-cost and lightweight 6 DoF bimanual arm for dynamic and contact-rich manipulation,Robotics: Science and Systems XXI,10.15607/rss.2025.xxi.055,https://doi.org/10.15607/rss.2025.xxi.055,proceedings-article,
221,5,2025,,contact-rich manipulation,A physically consistent stiffness formulation for contact-rich manipulation,The International Journal of Robotics Research,10.1177/02783649251393332,https://doi.org/10.1177/02783649251393332,journal-article,"<jats:p>Ensuring symmetric stiffness in impedance-controlled robots is crucial for physically meaningful and stable interaction in contact-rich manipulation. Conventional approaches neglect the change of basis vectors in curved spaces, leading to an asymmetric joint-space stiffness matrix that violates passivity and conservation principles. In this work, we derive a physically consistent, symmetric joint-space stiffness formulation directly from the task-space stiffness matrix by explicitly inco"
222,5,2025,,contact-rich manipulation,A Planning Framework for Stable Robust Multi-Contact Manipulation,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros60139.2025.11247046,https://doi.org/10.1109/iros60139.2025.11247046,proceedings-article,
223,5,2025,,embodied intelligence scaling,A Scoping Review of Embodied Intelligence in Human-Computer Interaction,,10.2139/ssrn.5397491,https://doi.org/10.2139/ssrn.5397491,posted-content,
224,5,2025,,contact-rich manipulation,Active Admittance Control With Iterative Learning for General-Purpose Contact-Rich Manipulation,IEEE Transactions on Industrial Electronics,10.1109/tie.2024.3443965,https://doi.org/10.1109/tie.2024.3443965,journal-article,
225,5,2025,,contact-rich manipulation,Adaptive Contact-Rich Manipulation Through Few-Shot Imitation Learning With Force-Torque Feedback and Pre-Trained Object Representations,IEEE Robotics and Automation Letters,10.1109/lra.2024.3497713,https://doi.org/10.1109/lra.2024.3497713,journal-article,
226,5,2025,,embodied intelligence scaling,Adaptive Retrieval-Augmented Embodied Intelligence RAG Reasoning Framework,2025 IEEE 5th International Conference on Software Engineering and Artificial Intelligence (SEAI),10.1109/seai65851.2025.11108876,https://doi.org/10.1109/seai65851.2025.11108876,proceedings-article,
227,5,2025,,embodied intelligence scaling,An autonomous snapper featuring adaptive actuation and embodied intelligence,Science Advances,10.1126/sciadv.adu4268,https://doi.org/10.1126/sciadv.adu4268,journal-article,"<jats:p>Developing artificial systems with autonomous motion is essential for creating devices that emulate nature’s adaptive mechanisms. Here, we introduce a light-driven liquid crystalline network snapper that integrates both sensing and actuation capabilities, enabling adaptive responses to environmental conditions. Under constant light illumination, the snapper undergoes spontaneous snap-through transformation driven by the elastic instability embedded within the material. The snapper achiev"
228,5,2025,,multimodal robot learning,An insect-scale multimodal amphibious piezoelectric robot,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros60139.2025.11245897,https://doi.org/10.1109/iros60139.2025.11245897,proceedings-article,
229,5,2025,,robot reinforcement learning,Applications of Reinforcement Learning on Humanoid Robot Controlling,"Highlights in Science, Engineering and Technology",10.54097/qm1n5316,https://doi.org/10.54097/qm1n5316,journal-article,"<jats:p>Amidst the swift advancement of artificial intelligence and machine learning technologies, humanoid robots are increasingly demonstrating their potential in mimicking human motions, adapting to intricate environments, and executing a wide array of tasks. Reinforcement Learning (RL), as an advanced learning paradigm that optimizes decision-making processes through environmental interaction, has emerged as a pivotal tool in enhancing the capabilities of humanoid robots. In this paper, the "
230,5,2025,,embodied intelligence scaling,Artificialization of Intelligence and Embodied Cognition,"Lecture Notes in Computer Science Human and Artificial Rationalities. Advances in Cognition, Computation, and Consciousness",10.1007/978-3-031-84595-6_6,https://doi.org/10.1007/978-3-031-84595-6_6,book-chapter,
231,5,2025,,embodied intelligence scaling,Athlete posture estimation and analysis based on embodied artificial intelligence,Image and Vision Computing,10.1016/j.imavis.2025.105598,https://doi.org/10.1016/j.imavis.2025.105598,journal-article,
232,5,2025,,robot self-supervised learning,Autonomous ground robot motion decision based on supervised learning,Journal of Physics: Conference Series,10.1088/1742-6596/3019/1/012064,https://doi.org/10.1088/1742-6596/3019/1/012064,journal-article,"<jats:title>Abstract</jats:title>
               <jats:p>An embodied robot is necessary to extend localization and mapping capabilities to action decision-making for autonomous tasks. Such tasks usually require ground robots to explore in unknown environments. This paper addresses motion planning with a compound visuomotor policy network, which allows the robot to actively localize itself and build a global map. We emphasize that localization derived by Simultaneous Localization and Mapping (SLA"
233,5,2025,,robot planning learning,AUTONOMOUS MOBILE ROBOT PATH PLANNING USING EINFORCEMENT  LEARNING IN MATLAB,Uniosun Journal of Engineering and Environmental Sciences,10.64980/ujees.v7i2.433,https://doi.org/10.64980/ujees.v7i2.433,journal-article,"<jats:p>Path planning is a critical component of autonomous mobile robots, allowing them to navigate their environment efficiently while avoiding obstacles. Traditional algorithms such as A* and Dijkstra’s provide optimal solutions based on predefined maps but struggle with adaptability in dynamic and unknown environments. These limitations necessitate the adoption of machine learning-based approaches such as Reinforcement Learning (RL). RL, particularly Q-learning and Deep Q-Networks (DQN), ena"
234,5,2025,,sim-to-real robotics,Autonomous Sailing with Sim-to-Real Reinforcement Learning,,10.2139/ssrn.5339032,https://doi.org/10.2139/ssrn.5339032,posted-content,
235,5,2025,,robot reinforcement learning,Bi-Level Reinforcement Learning for Multi-Robot Systems,International Joint Conference on Autonomous Agents and Multiagent Systems Proceedings of the Third International Joint Conference on Autonomous Agents and Multiagent Systems - Volume 1,10.65109/fgzn7214,https://doi.org/10.65109/fgzn7214,proceedings-article,"<jats:p>I aim to build safe and collaborative multi-robot systems. My research so far has focused on bi-level optimization. In the constrained zero-sum case, I solved the reach-avoid problem, where one robot must reach a target area defended by another. In the unconstrained general-sum case, I am currently working on improving actor-critic reinforcement learning (RL) algorithms with low-rank approximations of the inverse-Hessian vector product to capture the dependency between actor and critic. "
236,5,2025,,contact-rich manipulation,BiTLA: A Bimanual Tactile-Language-Action Model for Contact-Rich Robotic Manipulation,Proceedings of the 1st International Workshop on Multi-Sensorial Media and Applications,10.1145/3728485.3759237,https://doi.org/10.1145/3728485.3759237,proceedings-article,
237,5,2025,,sim-to-real robotics,Body-Induced Soft Robotic Locomotion: a Sim-To-Real Approach,2025 22nd International Conference on Ubiquitous Robots (UR),10.1109/ur65550.2025.11078082,https://doi.org/10.1109/ur65550.2025.11078082,proceedings-article,
238,5,2025,,sim-to-real robotics,Bridging the Sim-to-Real Gap for Athletic Loco-Manipulation,Robotics: Science and Systems XXI,10.15607/rss.2025.xxi.125,https://doi.org/10.15607/rss.2025.xxi.125,proceedings-article,
